,0
1794,"GATAD2A,MTA2"
1795,"PRDM10,HDGF"
1796,"GABPA,YY1"
1797,"SMC3,SMARCA5"
1798,"ZFP91,GTF2B"
1799,"SIRT6,HDAC6"
1800,"HDAC3,ZNF263"
1801,"ZEB2,GATA1"
1802,"ZBTB33,CBFA2T3"
1803,"ZNF24,ZNF263"
1804,"HDAC2,BACH1"
1805,"NCOR1,PHF20"
1806,"HDAC2,HLTF"
1807,"RUNX1,GATA2"
1808,"NR3C1,CBX5"
1809,"LEF1,ZBTB33"
1810,"PML,NFYB"
1811,"LARP7,BRD4"
1812,"HDGF,ZNF592"
1813,"ZNF143,ASH1L"
1814,"HNRNPL,ZC3H11A"
1815,"NBN,XRCC5"
1816,"TAF1,GTF2B"
1817,"HES1,TAL1"
1818,"RUNX1,SIN3B"
1819,"SUPT5H,GTF2F1"
1820,"ETS1,HDAC2"
1821,"SMARCA4,MCM5"
1822,"HDAC1,JUN"
1823,"UBTF,POLR2B"
1824,"HNRNPL,ILF3"
1825,"MTA3,SIX5"
1826,"NCOA2,NR3C1"
1827,"SIN3B,TCF7"
1828,"KHSRP,TARDBP"
1829,"GATAD2B,HDAC2"
1830,"GATAD2B,GATAD2A"
1831,"ASH1L,SMARCC2"
1832,"ZNF143,HNRNPL"
1833,"CDC5L,HDAC1"
1834,"MAFK,BACH1"
1835,"SUPT5H,SMC3"
1836,"AGO1,PKNOX1"
1837,"HCFC1,MYC"
1838,"EGR1,NR2F2"
1839,"C11orf30,RBBP5"
1840,"POLR3A,SIRT6"
1841,"MCM3,TBL1XR1"
1842,"SETDB1,ZKSCAN1"
1843,"NCOR1,GTF2B"
1844,"RBFOX2,HNRNPL"
1845,"TAF1,SIN3A"
1846,"NCOR1,ZNF263"
1847,"SETDB1,SUZ12"
1848,"ZNF143,NCOR1"
1849,"YY1,SMAD1"
1850,"SMARCE1,DPF2"
1851,"JUN,SMARCE1"
1852,"NFYA,ATF1"
1853,"FOS,HDAC1"
1854,"NR3C1,STAT5A"
1855,"TRIM28,SMARCA4"
1856,"MTA3,HDAC2"
1857,"EWSR1,FUS"
1858,"MTA2,HDAC1"
1859,"HDAC1,ARID3A"
1860,"KAT8,PHF20"
1861,"NR3C1,NCOA1"
1862,"HDAC3,CBX1"
1863,"KDM1A,HDAC3"
1864,"ZNF263,HDGF"
1865,"HDAC3,RUNX1"
1866,"MEIS2,SMARCA4"
1867,"TRIM25,AGO1"
1868,"MNT,SMARCB1"
1869,"MBD2,BMI1"
1870,"YY1,TCF7"
1871,"CTBP1,KDM1A"
1872,"LEF1,ZNF384"
1873,"HLTF,SUPT5H"
1874,"SPI1,HDAC3"
1875,"NFYB,HLTF"
1876,"CBFA2T3,ZBTB33"
1877,"FOS,JUN"
1878,"ARID2,PHF21A"
1879,"ESRRA,FOXM1"
1880,"PHF20,HDAC6"
1881,"ZBTB33,TCF7L2"
1882,"BRD4,MYC"
1883,"E2F1,SMARCA4"
1884,"HLTF,ATF2"
1885,"RBBP5,HCFC1"
1886,"COPS2,NR2C1"
1887,"ASH1L,ZNF143"
1888,"TCF7,MGA"
1889,"ZNF24,HDGF"
1890,"ARID1B,ARID2"
1891,"RAD21,BMI1"
1892,"POLR2A,PHF21A"
1893,"RBM25,PRPF4"
1894,"TARDBP,BCLAF1"
1895,"SETDB1,E4F1"
1896,"RFX5,SIN3B"
1897,"EP300,SMARCA5"
1898,"E4F1,HDGF"
1899,"GTF2B,TAF1"
1900,"ZNF143,EHMT2"
1901,"POLR2A,MTA2"
1902,"ZBTB7A,ZBTB5"
1903,"SMARCC2,ZBED1"
1904,"PCBP1,TRIM28"
1905,"SMARCA5,SMC3"
1906,"KAT8,SMC3"
1907,"EP300,ELK1"
1908,"YY1,ATF2"
1909,"NR2C1,TRIM28"
1910,"TBP,POLR2G"
1911,"PML,RB1"
1912,"POLR2A,CBX1"
1913,"GATA1,FOXA1"
1914,"LEF1,ZNF143"
1915,"SMC3,HDAC2"
1916,"HLTF,POLR3A"
1917,"JUN,GATA2"
1918,"NCOR1,THAP1"
1919,"RB1,NCOA6"
1920,"MTA1,HDAC1"
1921,"SMARCC2,REST"
1922,"SMARCA4,HNRNPUL1"
1923,"TRIM24,TAL1"
1924,"ARID1B,HDAC3"
1925,"ZNF282,HDAC2"
1926,"HDAC1,SMAD1"
1927,"NFYB,BMI1"
1928,"GATA2,PML"
1929,"SMARCB1,GATA1"
1930,"MCM2,PHF21A"
1931,"SMARCB1,NONO"
1932,"SETDB1,KLF16"
1933,"NR3C1,NCOA6"
1934,"NFYA,SPI1"
1935,"RCOR1,KDM1A"
1936,"RNF2,L3MBTL2"
1937,"RUNX1,CBFA2T2"
1938,"BRD4,EGR1"
1939,"BRD4,TBP"
1940,"CREM,EHMT2"
1941,"ARNT,PML"
1942,"CBX3,HDGF"
1943,"TAF1,TBP"
1944,"DDX20,JUN"
1945,"MYNN,NCOR1"
1946,"SIN3B,IKZF1"
1947,"BCOR,ZNF184"
1948,"NCOR1,ZNF384"
1949,"HLTF,POLR2B"
1950,"PHF21A,CBX3"
1951,"SETDB1,CBX1"
1952,"SMAD1,EP300"
1953,"MYBL2,E2F7"
1954,"ZKSCAN1,NCOR1"
1955,"IKZF1,HDAC2"
1956,"THRAP3,FOXK2"
1957,"HDAC1,SP1"
1958,"TRIM28,TARDBP"
1959,"ZBTB33,HDAC1"
1960,"SMARCE1,PHF21A"
1961,"L3MBTL2,MTA1"
1962,"ELF1,SIN3A"
1963,"FOXA1,SIN3A"
1964,"ZBTB8A,SIN3B"
1965,"MYC,JUN"
1966,"CBX5,SUZ12"
1967,"BRD4,E2F8"
1968,"RFX5,EP400"
1969,"XRCC5,NCOA6"
1970,"SIN3B,MCM3"
1971,"RB1,RBBP5"
1972,"ZBTB5,NCOR1"
1973,"NCOA1,BHLHE40"
1974,"NRF1,LEF1"
1975,"CDC5L,NFIC"
1976,"SIN3B,MYBL2"
1977,"MEF2A,HDAC1"
1978,"POLR2A,SMARCC2"
1979,"ARID2,DPF2"
1980,"EP300,E2F1"
1981,"THRA,BRD4"
1982,"CTCF,NCOR1"
1983,"CBX1,ATF3"
1984,"NFYB,EHMT2"
1985,"ZFP36,ARID2"
1986,"NCOA6,JUN"
1987,"SIN3B,MCM2"
1988,"NR3C1,SMARCB1"
1989,"HLTF,TAF1"
1990,"HDAC3,SIN3A"
1991,"SP1,HDAC6"
1992,"CBX1,SETDB1"
1993,"NFYA,TAF1"
1994,"HLTF,NFYA"
1995,"CBX1,TRIM24"
1996,"YBX1,MYC"
1997,"SMARCA4,NFYB"
1998,"SMARCA4,SP1"
1999,"THRAP3,BCLAF1"
2000,"PHF21A,MBD2"
2001,"TBP,TAF1"
2002,"HDAC3,ARID2"
2003,"FOXA1,SP1"
2004,"ETV6,NR2F1"
2005,"HDAC6,CBFA2T3"
2006,"SUPT5H,SMARCA4"
2007,"SIN3A,GATA1"
2008,"E4F1,MYBL2"
2009,"SMARCA4,PML"
2010,"CEBPB,HDAC1"
2011,"SIN3A,NR2C1"
2012,"SP1,CEBPB"
2013,"TBL1XR1,SRSF1"
2014,"NKRF,FOXM1"
2015,"SMARCC2,MYC"
2016,"ATF2,EP400"
2017,"TAF1,MLLT1"
2018,"EP400,ASH1L"
2019,"CBX5,MEF2A"
2020,"SP1,GTF2B"
2021,"ASH1L,ZNF639"
2022,"JUN,HDGF"
2023,"ZBTB7A,SETDB1"
2024,"SIN3A,HDAC3"
2025,"NR2C1,NCOR1"
2026,"SIN3B,NKRF"
2027,"SOX6,IKZF1"
2028,"E4F1,HDAC1"
2029,"CBX5,TRIM28"
2030,"TBP,GTF3C2"
2031,"MLLT1,POLR2B"
2032,"SMARCB1,ZNF384"
2033,"YBX1,MCM3"
2034,"DNMT1,MBD2"
2035,"ZNF316,ESRRA"
2036,"HDAC1,TBP"
2037,"ZNF282,ASH1L"
2038,"H2AFZ,SMARCA5"
2039,"TCF7L2,SOX6"
2040,"SETDB1,NKRF"
2041,"NR2F1,ZNF263"
2042,"RLF,CBX5"
2043,"E2F6,AGO1"
2044,"EP400,MLLT1"
2045,"SPI1,FUS"
2046,"RNF2,KAT8"
2047,"MCM3,EP400"
2048,"HDGF,ASH1L"
2049,"FIP1L1,DDX20"
2050,"GABPA,HDAC1"
2051,"NR2F6,YY1"
2052,"HDGF,SMARCA5"
2053,"FOS,NCOA6"
2054,"E2F8,TEAD4"
2055,"EP400,HDAC3"
2056,"NONO,HDAC3"
2057,"GTF2B,EP300"
2058,"BCOR,ZBTB7A"
2059,"ZNF263,NR2F2"
2060,"KDM1A,EHMT2"
2061,"ARID2,EHMT2"
2062,"FOXK2,EP300"
2063,"TBP,SPI1"
2064,"PHF21A,RBBP5"
2065,"POLR3A,SMARCC2"
2066,"NR3C1,NR2F2"
2067,"SMARCC2,SP1"
2068,"SIRT6,EP400"
2069,"MYBL2,IKZF1"
2070,"MTA1,E2F8"
2071,"SETDB1,CBX3"
2072,"HDAC3,SMARCA5"
2073,"MYBL2,ATF2"
2074,"NFATC3,FOS"
2075,"MYC,POLR2B"
2076,"KLF16,HLTF"
2077,"H2AFZ,CBX3"
2078,"TAF1,JUN"
2079,"CDC5L,THAP1"
2080,"ZBTB7A,NR2C1"
2081,"IKZF1,NCOR1"
2082,"HDAC6,MTA3"
2083,"RBM39,RBM14"
2084,"EP300,CDC5L"
2085,"YY1,SP1"
2086,"HDAC6,RB1"
2087,"ARID1B,SIN3B"
2088,"RBM39,RBM25"
2089,"MYC,SMARCB1"
2090,"MBD2,MLLT1"
2091,"TRIP13,TARDBP"
2092,"EGR1,ESRRA"
2093,"SIN3B,ETV6"
2094,"RB1,NEUROD1"
2095,"GTF2B,E4F1"
2096,"JUN,ILF3"
2097,"NCOR1,SMARCC2"
2098,"POLR3A,HLTF"
2099,"SKIL,RB1"
2100,"ZKSCAN1,ASH1L"
2101,"SIN3A,TAF1"
2102,"ZSCAN29,NCOR1"
2103,"HDAC1,MNT"
2104,"BRD4,GATA1"
2105,"E2F6,SMARCE1"
2106,"ZBTB40,NCOR1"
2107,"SMARCA5,TAF1"
2108,"MITF,ESRRA"
2109,"ZBTB2,NCOR1"
2110,"NR2F1,NCOR1"
2111,"KDM1A,SETDB1"
2112,"ASH1L,RBBP5"
2113,"MBD2,GATAD2B"
2114,"ZNF407,HDAC6"
2115,"RCOR1,HDAC3"
2116,"NFATC3,JUN"
2117,"CBX1,SUZ12"
2118,"HDGF,RBM39"
2119,"NCOR1,HDAC3"
2120,"GATA1,CDC5L"
2121,"ELK1,EP300"
2122,"MEF2A,HLTF"
2123,"HDAC6,H2AFZ"
2124,"ETV6,LEF1"
2125,"PRDM10,NR2F1"
2126,"FOS,NCOA1"
2127,"MCM7,MCM2"
2128,"ATF2,MTA1"
2129,"ATF1,ATF2"
2130,"ZNF143,BCOR"
2131,"JUN,ATF1"
2132,"ETS1,HDAC1"
2133,"HDAC2,JUN"
2134,"GATA1,SMAD1"
2135,"PML,SKIL"
2136,"ARID1B,PHF21A"
2137,"ZBTB7A,GATAD2B"
2138,"PHF21A,HDAC3"
2139,"ZNF407,HDAC3"
2140,"ZNF274,NR3C1"
2141,"ZEB2,SMAD5"
2142,"CREM,GATA2"
2143,"THRA,NCOR1"
2144,"HDAC3,ZBTB7A"
2145,"PTBP1,NONO"
2146,"EP300,TAF1"
2147,"POLR2A,ILF3"
2148,"HLTF,YY1"
2149,"NR2F2,NR2F1"
2150,"YBX1,CTCF"
2151,"CBX1,SMC3"
2152,"CBX3,TRIM24"
2153,"HDAC2,SMARCA4"
2154,"TBP,NFYA"
2155,"ARID1B,SMARCA5"
2156,"BHLHE40,ARNT"
2157,"ARNT,NR2C1"
2158,"RBM39,NCOA6"
2159,"MYC,NONO"
2160,"HDAC2,ZNF263"
2161,"HDAC6,SUZ12"
2162,"SMAD1,ZEB2"
2163,"SRSF1,TCF12"
2164,"JUN,PML"
2165,"SMAD5,ZEB2"
2166,"SETDB1,NR2C1"
2167,"EP400,RAD51"
2168,"SMARCB1,HDAC6"
2169,"SMC3,RBM25"
2170,"ZNF143,FOXM1"
2171,"SIRT6,HES1"
2172,"POLR3A,FOXM1"
2173,"YBX1,RBM14"
2174,"SPI1,NFYA"
2175,"RUNX1,CEBPB"
2176,"GTF2B,TAF9B"
2177,"SIN3A,FOXA1"
2178,"MLLT1,RFX5"
2179,"ZBTB33,EHMT2"
2180,"COPS2,ESRRA"
2181,"ASH1L,ZNF316"
2182,"H2AFZ,TRIM24"
2183,"HES1,NCOA1"
2184,"ZBTB7A,NR2F6"
2185,"JUN,EGR1"
2186,"TBP,JUN"
2187,"ZNF274,HDAC3"
2188,"SMAD1,HDAC1"
2189,"UBTF,MYC"
2190,"EP300,XRCC5"
2191,"PCBP1,PML"
2192,"NR3C1,CBX1"
2193,"AGO1,KHSRP"
2194,"SMARCC2,IKZF1"
2195,"HDAC2,TCF7"
2196,"MGA,PHF21A"
2197,"TAF7,TAF1"
2198,"FOS,CDC5L"
2199,"EHMT2,CTBP1"
2200,"SMARCB1,ZNF592"
2201,"TRIM28,JUN"
2202,"KDM1A,CBX1"
2203,"RUNX1,DNMT1"
2204,"PTBP1,CDC5L"
2205,"NRF1,MAFF"
2206,"SUZ12,ATF2"
2207,"BCOR,ZKSCAN1"
2208,"HDAC1,RNF2"
2209,"ZBTB5,SETDB1"
2210,"ESRRA,ZNF282"
2211,"RUNX1,TAL1"
2212,"GATAD2B,HDAC1"
2213,"HNRNPLL,BRD4"
2214,"GATA1,CTBP1"
2215,"ZFP91,HDAC6"
2216,"PHB2,NR2F1"
2217,"MLLT1,TAF7"
2218,"EP300,GABPA"
2219,"YBX1,DDX20"
2220,"EGR1,SMARCA4"
2221,"DDX20,ZFP36"
2222,"RNF2,TARDBP"
2223,"BACH1,ATF1"
2224,"USF2,FOS"
2225,"ZNF143,HDAC6"
2226,"E4F1,SIN3B"
2227,"HDAC3,ZMYM3"
2228,"MYC,HDAC1"
2229,"NCOA2,SMARCE1"
2230,"RUNX1,ELF4"
2231,"SMARCA4,E4F1"
2232,"SMC3,HDGF"
2233,"JUN,HDAC2"
2234,"FOS,ATF2"
2235,"FUS,HNRNPK"
2236,"GABPB1,YY1"
2237,"NR2F6,BRD4"
2238,"TBP,NCOA6"
2239,"GATA1,HLTF"
2240,"ELF1,RB1"
2241,"SPI1,TBP"
2242,"MCM3,SMARCA4"
2243,"HDAC1,C11orf30"
2244,"FOXA1,NR2F1"
2245,"CDC5L,PTBP1"
2246,"CEBPB,ETV6"
2247,"CDC5L,JUN"
2248,"EWSR1,ELK1"
2249,"HDAC6,DNMT1"
2250,"YY1,NCOR1"
2251,"SUPT5H,UBTF"
2252,"YY1,FOS"
2253,"HNRNPK,HDAC6"
2254,"SRSF1,FIP1L1"
2255,"ESRRA,NCOA2"
2256,"ATF2,RB1"
2257,"ZBED1,ARID1B"
2258,"RBM25,DDX20"
2259,"SIN3A,MCM5"
2260,"MXI1,SMC3"
2261,"SMARCA5,XRCC5"
2262,"POLR2A,SETDB1"
2263,"NR0B1,ZNF143"
2264,"PCBP1,HDGF"
2265,"POLR2A,GTF2F1"
2266,"SUZ12,MYC"
2267,"CDC5L,RCOR1"
2268,"DPF2,NFYB"
2269,"MCM5,EP400"
2270,"NCOR1,PRDM10"
2271,"MEF2A,FOXM1"
2272,"RB1,TBL1XR1"
2273,"FOXA1,ARNT"
2274,"E4F1,ESRRA"
2275,"EHMT2,ZNF639"
2276,"TAL1,RCOR1"
2277,"CTCF,GTF2B"
2278,"HDAC1,CDC5L"
2279,"PML,PCBP1"
2280,"LEF1,SMAD1"
2281,"LEF1,HDAC3"
2282,"MYC,SMARCA4"
2283,"MYBL2,SETDB1"
2284,"HDAC2,IKZF1"
2285,"ATF2,ATF1"
2286,"EP300,NBN"
2287,"PHF21A,CBX5"
2288,"PHF21A,L3MBTL2"
2289,"PRDM10,HDAC3"
2290,"MYNN,HLTF"
2291,"YY1,ESRRA"
2292,"RBM39,TARDBP"
2293,"SMARCA5,ZNF143"
2294,"POLR2A,SMC3"
2295,"POLR2B,TRIP13"
2296,"NKRF,EHMT2"
2297,"HDAC6,HDAC3"
2298,"SIN3B,ZBTB11"
2299,"SMAD1,SMAD5"
2300,"SMAD5,GATA2"
2301,"SMARCB1,THAP1"
2302,"SUPT5H,SIN3A"
2303,"CBX3,SETDB1"
2304,"FOXM1,ZBTB2"
2305,"NFYB,TAF9B"
2306,"ZNF143,HDAC2"
2307,"CBX5,RLF"
2308,"ZNF407,SIN3B"
2309,"NCOR1,NR2F6"
2310,"POLR2A,BRD4"
2311,"AGO1,GATA2"
2312,"HDAC1,GATA1"
2313,"BRD4,JUN"
2314,"MYNN,HDGF"
2315,"MYBL2,SREBF1"
2316,"RBBP5,PHF21A"
2317,"FOS,MTA2"
2318,"HDAC3,SMC3"
2319,"ZFP91,ASH1L"
2320,"EGR1,NR2F6"
2321,"CDC5L,SETDB1"
2322,"MCM7,TBL1XR1"
2323,"SMAD5,SMARCC2"
2324,"KDM1A,EP400"
2325,"CBX3,ATF3"
2326,"SMARCA4,SETDB1"
2327,"SIN3B,MBD2"
2328,"H2AFZ,POLR2A"
2329,"BRD9,ARID2"
2330,"MCM7,JUN"
2331,"ETS1,ZBTB7A"
2332,"SIN3A,YY1"
2333,"POLR2G,GTF2B"
2334,"MBD2,BRD4"
2335,"BRD4,PTBP1"
2336,"HDAC6,SETDB1"
2337,"SMARCA5,HDAC3"
2338,"EGR1,SETDB1"
2339,"EP300,MYBL2"
2340,"NR3C1,TRIM28"
2341,"NCOR1,GABPB1"
2342,"TCF7,CTCF"
2343,"FOXA1,XRCC5"
2344,"HLTF,EHMT2"
2345,"TEAD4,HDAC1"
2346,"CEBPB,ATF3"
2347,"RAD21,BRD4"
2348,"YY1,MAX"
2349,"PHF20,SIN3B"
2350,"ZNF280A,HDAC6"
2351,"POLR2G,ASH1L"
2352,"E2F8,E2F1"
2353,"BMI1,KDM1A"
2354,"RB1,CBX1"
2355,"HDAC3,TCF7L2"
2356,"HES1,SMARCB1"
2357,"EP400,UBTF"
2358,"HDGF,ZNF316"
2359,"HDAC2,ZEB2"
2360,"HNRNPL,XRCC5"
2361,"MTA3,CTBP1"
2362,"SMARCC2,DPF2"
2363,"CBX5,BMI1"
2364,"RBM22,DDX20"
2365,"TAF1,MYBL2"
2366,"TCF12,JUN"
2367,"SMARCC2,ZNF384"
2368,"PML,EP300"
2369,"HDAC6,ZNF24"
2370,"NKRF,GABPB1"
2371,"NKRF,HDAC3"
2372,"HDAC2,MYBL2"
2373,"HLTF,SIN3B"
2374,"HDAC1,ZBTB2"
2375,"CBX3,SMARCA4"
2376,"CBX3,GATA2"
2377,"NCOA1,TRIM24"
2378,"NR2C1,KDM1A"
2379,"CUX1,JUN"
2380,"ARID3A,SIN3B"
2381,"SMARCA5,POLR3A"
2382,"DDX20,HDAC2"
2383,"EP300,MEF2A"
2384,"SIN3A,GATA2"
2385,"LEF1,E2F1"
2386,"ZNF263,HDAC2"
2387,"ZBTB33,SMARCA4"
2388,"EP400,POLR3A"
2389,"YBX3,DDX20"
2390,"HDAC3,PHF21A"
2391,"RB1,E4F1"
2392,"SIRT6,CBX3"
2393,"SMARCE1,E2F1"
2394,"CDC5L,NONO"
2395,"GATA2,SIN3B"
2396,"SRSF3,JUN"
2397,"H2AFZ,SMARCB1"
2398,"EHMT2,HDGF"
2399,"E2F6,HDAC2"
2400,"RBM14,JUN"
2401,"RB1,ZNF384"
2402,"FOXK2,HCFC1"
2403,"REST,KDM1A"
2404,"NCOR1,HDAC2"
2405,"E2F7,TCF7L2"
2406,"JUN,SIN3A"
2407,"CDC5L,SMARCA5"
2408,"FOXM1,EP300"
2409,"BCOR,SIRT6"
2410,"NR2F2,ETV6"
2411,"PHF20,MLLT1"
2412,"HDGF,ZBTB2"
2413,"TBP,MLLT1"
2414,"TBP,MBD2"
2415,"MYBL2,TRIM24"
2416,"ZNF316,HDAC2"
2417,"BCOR,HDAC3"
2418,"H2AFZ,RBBP5"
2419,"CDC5L,E2F1"
2420,"ARID2,HDAC1"
2421,"KLF16,FOXM1"
2422,"NR3C1,PRDM10"
2423,"BCOR,RLF"
2424,"MBD2,MTA3"
2425,"JUN,MYBL2"
2426,"SIN3A,DACH1"
2427,"TRIM28,SIN3A"
2428,"SPI1,CBFA2T3"
2429,"SIN3B,SUPT5H"
2430,"EP300,ZBTB7A"
2431,"SMARCA4,TEAD4"
2432,"HDAC1,BRD4"
2433,"FOXK2,TBL1XR1"
2434,"SIRT6,BCOR"
2435,"SMARCB1,SIN3A"
2436,"ZNF592,HDAC2"
2437,"DNMT1,RUNX1"
2438,"BACH1,EP300"
2439,"RB1,MCM2"
2440,"DACH1,SMAD1"
2441,"GTF2F1,EHMT2"
2442,"SMARCC2,SIN3A"
2443,"SMARCC2,HDAC2"
2444,"L3MBTL2,SMARCA5"
2445,"ZNF24,SMARCA5"
2446,"MTA3,FOS"
2447,"HDAC3,RAD51"
2448,"RUNX1,SIN3A"
2449,"PHF20,KAT8"
2450,"TEAD4,NCOA6"
2451,"YY1,SMARCB1"
2452,"HDAC6,REST"
2453,"YBX1,ILF3"
2454,"NCOR1,ZBTB11"
2455,"CBX3,PHF21A"
2456,"ZEB2,ZFP36"
2457,"HLTF,ARID2"
2458,"NR3C1,TBP"
2459,"HDAC2,MYC"
2460,"MYBL2,RBM22"
2461,"HDAC2,RLF"
2462,"DDX20,RBM39"
2463,"NR2F1,DNMT1"
2464,"NR3C1,FOXM1"
2465,"E4F1,HDAC6"
2466,"KAT8,HDAC6"
2467,"FOXK2,GATA2"
2468,"SIN3B,FOXK2"
2469,"PML,RAD51"
2470,"CBX3,HDAC2"
2471,"KDM1A,ZNF592"
2472,"NR2F2,FOXM1"
2473,"FOXK2,RCOR1"
2474,"YBX1,JUN"
2475,"ZBTB2,BCOR"
2476,"REST,NR3C1"
2477,"TCF7L2,FUS"
2478,"IKZF1,ASH1L"
2479,"PCBP1,ZFP36"
2480,"MYC,TBP"
2481,"CREM,ATF4"
2482,"TCF12,TRIM28"
2483,"SMARCA5,THAP1"
2484,"HDAC6,ZBTB5"
2485,"SIN3A,SPI1"
2486,"CUX1,SMC3"
2487,"ELK1,FOS"
2488,"RUNX1,PML"
2489,"EGR1,ATF2"
2490,"SIN3A,PHF20"
2491,"EGR1,MYBL2"
2492,"NCOA1,SMARCA4"
2493,"TARDBP,PHB2"
2494,"HDAC3,MTA3"
2495,"HDAC3,PHB2"
2496,"JUN,CBX5"
2497,"ZNF384,NR2F2"
2498,"HDAC2,POLR3A"
2499,"HDAC6,ZBTB33"
2500,"EP300,KDM4B"
2501,"HDAC1,IKZF1"
2502,"KDM1A,E4F1"
2503,"YBX1,XRCC5"
2504,"NR2F2,FOXK2"
2505,"ZNF639,SIN3A"
2506,"NCOA6,E2F1"
2507,"GATA2,EP300"
2508,"ZBTB8A,SIN3A"
2509,"EP300,PRDM10"
2510,"SMARCB1,SMARCC2"
2511,"EWSR1,MLLT1"
2512,"SMARCA4,MBD2"
2513,"EGR1,NR0B1"
2514,"RBM39,THAP1"
2515,"JUN,YBX1"
2516,"HDAC6,E4F1"
2517,"HDAC1,ZSCAN29"
2518,"BMI1,TEAD4"
2519,"SPI1,FOS"
2520,"NKRF,EP300"
2521,"ZNF280A,HDGF"
2522,"ETS1,NCOA1"
2523,"SOX6,GATA2"
2524,"DDX20,RBM14"
2525,"NR2F1,EGR1"
2526,"TEAD4,E2F7"
2527,"ARNT,NCOA1"
2528,"HDAC1,FOXK2"
2529,"CDC5L,GTF3C2"
2530,"RBM25,RBM39"
2531,"MLLT1,TBP"
2532,"EGR1,HDAC6"
2533,"AGO1,TOE1"
2534,"CBX5,JUN"
2535,"ZBTB8A,HDAC2"
2536,"MAX,SMARCB1"
2537,"SIN3A,MYNN"
2538,"SMARCA5,RLF"
2539,"KDM1A,CEBPB"
2540,"RCOR1,H2AFZ"
2541,"E2F1,TEAD4"
2542,"SIN3A,ETV6"
2543,"HDAC6,STAT5A"
2544,"GATA1,SIN3B"
2545,"ZNF384,PCBP1"
2546,"TCF7,SMAD5"
2547,"SRSF1,RBFOX2"
2548,"FOXM1,ESRRA"
2549,"ZBTB11,SMARCA5"
2550,"FUS,EP300"
2551,"ZNF280A,HDAC1"
2552,"E2F8,RB1"
2553,"H2AFZ,EP300"
2554,"HDAC1,MIER1"
2555,"RAD51,HLTF"
2556,"TCF7,EGR1"
2557,"SMARCA4,MCM2"
2558,"MAX,SIN3B"
2559,"SMARCC2,FOS"
2560,"CTCF,FOXM1"
2561,"E2F6,H2AFZ"
2562,"UBTF,HDAC2"
2563,"PML,RUNX1"
2564,"GATA1,SIN3A"
2565,"CEBPB,CDC5L"
2566,"FOXA1,H2AFZ"
2567,"IKZF1,HDAC1"
2568,"TEAD4,POLR2A"
2569,"ARID2,SMARCC2"
2570,"ASH1L,ZBTB33"
2571,"TAF1,KAT8"
2572,"SMARCA5,ATF2"
2573,"EGR1,TCF7L2"
2574,"HDGF,SRSF3"
2575,"PHB2,RNF2"
2576,"CBX3,XRCC3"
2577,"MTA1,MBD2"
2578,"HES1,CTBP1"
2579,"SIX5,SMARCC2"
2580,"ZBED1,GATAD2B"
2581,"CBX5,XRCC3"
2582,"HDAC6,KDM1A"
2583,"ARID2,HDAC2"
2584,"MYC,RUNX1"
2585,"MTA3,MTA1"
2586,"DDX20,RBM25"
2587,"EP400,NFYA"
2588,"ZNF24,HDAC3"
2589,"THAP1,GTF2B"
2590,"XRCC3,EP300"
2591,"NCOA2,MEF2A"
2592,"SIN3A,MCM3"
2593,"GATA2,CTBP1"
2594,"NCOR1,NR2F2"
2595,"EHMT2,NCOA2"
2596,"EP300,NCOA2"
2597,"ZNF263,SMARCA4"
2598,"TCF7L2,ZNF384"
2599,"SETDB1,ZBTB7A"
2600,"TAL1,EP300"
2601,"RNF2,CBX1"
2602,"SETDB1,EP300"
2603,"SMC3,SMARCA4"
2604,"TRIM28,CBX5"
2605,"TEAD4,CTBP1"
2606,"NR2F2,YY1"
2607,"PML,NCOA2"
2608,"DNMT1,NR3C1"
2609,"EP300,GATA2"
2610,"HDAC6,ZNF639"
2611,"BHLHE40,GATA1"
2612,"SMARCA4,MCM7"
2613,"RLF,SMARCA5"
2614,"GATA2,SMARCC2"
2615,"BCOR,HDAC6"
2616,"LEF1,SAFB"
2617,"NCOR1,ETS1"
2618,"ZBTB33,SIN3A"
2619,"CREM,SP1"
2620,"TRIM24,CBX1"
2621,"NCOR1,HDAC6"
2622,"SP1,EP400"
2623,"YY1,ASH1L"
2624,"EHMT2,CEBPB"
2625,"THRA,GTF2B"
2626,"UBTF,H2AFZ"
2627,"SMARCE1,CDC5L"
2628,"ARID3A,HDAC3"
2629,"TAF1,FOS"
2630,"NRF1,TCF7"
2631,"FOXA1,CTCF"
2632,"BMI1,RAD21"
2633,"XRCC5,SUPT5H"
2634,"SKIL,SMAD1"
2635,"C11orf30,SIN3B"
2636,"CBX1,RAD21"
2637,"FOXK2,RBBP5"
2638,"CBX1,NFYB"
2639,"CBX5,FOXA1"
2640,"POLR2G,SMC3"
2641,"GTF3C2,RB1"
2642,"NCOA1,JUN"
2643,"NFATC3,DEAF1"
2644,"MEF2A,EP400"
2645,"HDAC1,TAL1"
2646,"CBX3,ATF7"
2647,"EP300,NR2F2"
2648,"CCNT2,SRSF1"
2649,"HDAC3,SPI1"
2650,"H2AFZ,TAF9B"
2651,"RCOR1,SMARCA4"
2652,"FOXK2,KLF16"
2653,"HDAC2,ZNF592"
2654,"XRCC5,SMARCA5"
2655,"NKRF,BCOR"
2656,"RCOR1,NFYB"
2657,"CBX1,EHMT2"
2658,"NR2C1,EGR1"
2659,"CBFA2T3,NEUROD1"
