,0
924,"SUZ12,CBX1"
925,"TAL1,HDAC2"
926,"NFYA,ATF2"
927,"HDAC2,ZNF407"
928,"UBTF,SIN3A"
929,"MAX,HCFC1"
930,"HDAC1,NFYA"
931,"NR2F1,FOS"
932,"SPI1,ARID3A"
933,"ESRRA,REST"
934,"SMARCE1,SIN3B"
935,"SP1,EGR1"
936,"HDAC3,TEAD4"
937,"PHF21A,JUN"
938,"XRCC3,MCM5"
939,"ASH1L,HDAC1"
940,"NR2F6,RUNX1"
941,"ZNF316,SETDB1"
942,"EP300,ATF7"
943,"SMARCC2,HLTF"
944,"SMARCA4,POLR2B"
945,"NCOA2,GMEB1"
946,"POLR2A,MCM5"
947,"PHF20,NFXL1"
948,"DDX20,NUFIP1"
949,"NFXL1,PHF20"
950,"HDAC6,GATA1"
951,"MEF2A,DPF2"
952,"SETDB1,SP1"
953,"SMARCC2,ARID1B"
954,"RBM25,AGO1"
955,"SP1,RUNX1"
956,"FOXK2,SAP30"
957,"MAX,EP300"
958,"ZFP91,NCOR1"
959,"NFYA,PHF21A"
960,"SP1,NR2F1"
961,"COPS2,NR2F1"
962,"RAD51,PML"
963,"NFYB,MLLT1"
964,"TRIM24,NR3C1"
965,"HDAC1,ZNF143"
966,"GTF2B,MNT"
967,"EP400,KDM1A"
968,"SMARCC2,ARID3A"
969,"HDAC3,SMARCA4"
970,"SMARCA4,NR3C1"
971,"SETDB1,NCOR1"
972,"ARID2,SMARCA4"
973,"BRD4,STAT5A"
974,"ESRRA,FOXA1"
975,"MYBL2,RFX5"
976,"GATA2,CBX5"
977,"ZBED1,SMARCC2"
978,"SMAD1,MXI1"
979,"RBBP5,SIN3B"
980,"ZBTB2,SMARCA5"
981,"PML,FIP1L1"
982,"HDAC1,LEF1"
983,"H2AFZ,TBP"
984,"EP300,PHF20"
985,"HDAC2,BMI1"
986,"MYC,RBM15"
987,"EHMT2,MGA"
988,"NCOR1,ETV6"
989,"HDGF,SMC3"
990,"HDAC3,DACH1"
991,"JUN,MCM5"
992,"HDAC2,NFYB"
993,"ASH1L,ZBTB40"
994,"NFYB,ELF1"
995,"RBFOX2,SRSF1"
996,"FOS,ELK1"
997,"TCF7L2,YY1"
998,"E2F1,E2F8"
999,"THAP1,HDAC3"
1000,"FOXM1,ZNF143"
1001,"SMARCA4,JUN"
1002,"HDAC2,PHF20"
1003,"EP300,NKRF"
1004,"ZNF143,SMARCB1"
1005,"HDAC2,NCOR1"
1006,"JUN,STAT5A"
1007,"SIN3A,RUNX1"
1008,"ZBTB11,NCOR1"
1009,"HDAC2,ZBTB8A"
1010,"NR2F1,BRD4"
1011,"RB1,E2F6"
1012,"GATA2,TAL1"
1013,"SMARCC2,L3MBTL2"
1014,"GTF2F1,MLLT1"
1015,"YBX1,EP300"
1016,"KDM1A,SMARCC2"
1017,"GTF2B,UBTF"
1018,"EP400,MCM3"
1019,"MIER1,HDAC2"
1020,"IKZF1,MTA2"
1021,"NCOR1,ZNF407"
1022,"SMARCA4,IKZF1"
1023,"ASH1L,ZNF592"
1024,"BRD4,ARID2"
1025,"BRD4,CUX1"
1026,"PHF20,RBBP5"
1027,"BRD4,ZNF592"
1028,"CEBPB,SIN3B"
1029,"RAD51,XRCC5"
1030,"AGO1,TRIM24"
1031,"ZNF24,TRIM25"
1032,"MCM7,HDAC6"
1033,"HDAC6,JUN"
1034,"ZBTB7A,SOX6"
1035,"SETDB1,CTCF"
1036,"THAP1,ASH1L"
1037,"TCF7,E2F6"
1038,"HDAC1,SAP30"
1039,"TAF9B,JUN"
1040,"GTF2B,NCOR1"
1041,"UBTF,JUN"
1042,"ASH1L,RB1"
1043,"SMARCA4,ZNF384"
1044,"GTF2F1,POLR3A"
1045,"REST,SMARCB1"
1046,"TBL1XR1,ZC3H8"
1047,"HDGF,ZBTB40"
1048,"NONO,BRD4"
1049,"GATA2,HDAC3"
1050,"RBBP5,PHF20"
1051,"TCF12,TBP"
1052,"HDAC1,SIX5"
1053,"E2F8,EP300"
1054,"SP1,ASH1L"
1055,"SRSF1,POLR2B"
1056,"SP1,MYBL2"
1057,"ETV6,TCF7L2"
1058,"SMARCA4,SIN3B"
1059,"SMARCA4,EHMT2"
1060,"MTA1,L3MBTL2"
1061,"BRD4,RB1"
1062,"SMARCA4,ZBED1"
1063,"BRD4,NONO"
1064,"DNMT1,E2F1"
1065,"TAF1,TAF9B"
1066,"TRIM28,LARP7"
1067,"TBP,MYC"
1068,"IKZF1,NR2C1"
1069,"RB1,SPI1"
1070,"SIN3B,ZBTB40"
1071,"SMC3,UBTF"
1072,"CCNT2,RBBP5"
1073,"TBP,ETS1"
1074,"MYC,EP300"
1075,"PHF21A,POLR3A"
1076,"RAD21,MIER1"
1077,"SUPT5H,AGO1"
1078,"HDAC3,ZNF184"
1079,"SOX6,LEF1"
1080,"GTF2F1,TAF1"
1081,"IKZF1,HDGF"
1082,"MGA,E2F6"
1083,"NBN,EP300"
1084,"PRDM10,SETDB1"
1085,"MTA3,FOXK2"
1086,"HDAC6,NR3C1"
1087,"RUNX1,ETV6"
1088,"KDM1A,HDAC6"
1089,"MEIS2,SP1"
1090,"NFYA,SMARCA5"
1091,"HLTF,EP300"
1092,"HES1,ARNT"
1093,"HLTF,POLR2G"
1094,"IKZF1,GTF2B"
1095,"PML,SUZ12"
1096,"SIRT6,SMARCA4"
1097,"E2F7,LEF1"
1098,"SMAD1,RUNX1"
1099,"POLR2A,GATA1"
1100,"AGO1,RAD51"
1101,"GABPB1,HDAC1"
1102,"POLR3A,SUPT5H"
1103,"HDAC2,SPI1"
1104,"PTBP1,JUN"
1105,"NKRF,HDAC6"
1106,"LEF1,CEBPB"
1107,"IKZF1,SIN3A"
1108,"HDAC3,GATA1"
1109,"E2F1,HCFC1"
1110,"EHMT2,HDAC1"
1111,"EP400,MAX"
1112,"MTA1,SIN3A"
1113,"ZKSCAN1,HDAC3"
1114,"BCOR,KLF16"
1115,"POLR2A,LARP7"
1116,"MGA,SMARCA4"
1117,"E2F6,CBX1"
1118,"POLR2G,EP400"
1119,"HNRNPK,RBM14"
1120,"RB1,MYC"
1121,"NFRKB,YY1"
1122,"EP300,HNRNPK"
1123,"HLTF,MYNN"
1124,"ZBTB5,ASH1L"
1125,"SP1,SMARCC2"
1126,"ARID3A,HLTF"
1127,"PYGO2,CTBP1"
1128,"NR2F1,ZNF143"
1129,"ZNF184,HDGF"
1130,"SETDB1,HDGF"
1131,"E2F6,RAD51"
1132,"TRIM28,ZNF274"
1133,"SMARCB1,ETS1"
1134,"HDAC3,MTA1"
1135,"SIN3A,ZSCAN29"
1136,"ZNF592,BCOR"
1137,"SIN3A,EP400"
1138,"ATF2,MYBL2"
1139,"SMC3,HDAC3"
1140,"RNF2,E2F6"
1141,"FOS,MTA3"
1142,"RCOR1,SMARCA5"
1143,"TRIM28,EP300"
1144,"SMARCE1,ARID2"
1145,"SETDB1,RBBP5"
1146,"ZBTB5,EP300"
1147,"NR2C1,DNMT1"
1148,"XRCC3,HDAC1"
1149,"SAFB,LEF1"
1150,"EP400,SP1"
1151,"MTA2,CTBP1"
1152,"GABPA,SP1"
1153,"SUZ12,E2F1"
1154,"HDAC3,CBFA2T3"
1155,"HNRNPK,ILF3"
1156,"YY1,HCFC1"
1157,"HDGF,ZKSCAN1"
1158,"SIN3A,FOXK2"
1159,"SIRT6,SETDB1"
1160,"BMI1,CBX3"
1161,"SIN3A,MCM2"
1162,"SIN3B,ZNF316"
1163,"HNRNPUL1,AGO1"
1164,"GTF2F1,ASH1L"
1165,"TRIM28,TRIM24"
1166,"ZMYM3,HDAC3"
1167,"EP300,ZNF263"
1168,"GATAD2A,HDAC2"
1169,"HDAC1,MYBL2"
1170,"COPS2,NR2F6"
1171,"LARP7,ZC3H8"
1172,"THAP1,HDGF"
1173,"TCF7L2,EP300"
1174,"TCF7L2,FOXM1"
1175,"FIP1L1,ZC3H8"
1176,"ARNT,EP300"
1177,"MCM5,MCM3"
1178,"SMARCA4,NCOR1"
1179,"TCF7,EP300"
1180,"HDAC3,HLTF"
1181,"FOXA1,GABPA"
1182,"ASH1L,HDAC2"
1183,"BRD4,E2F6"
1184,"HDAC1,SMARCC2"
1185,"MAX,MXI1"
1186,"ELK1,SMARCE1"
1187,"ZNF143,SIN3B"
1188,"POLR2B,POLR2A"
1189,"RBM25,CDC5L"
1190,"RFX5,SMARCA4"
1191,"SIN3A,ZNF407"
1192,"ZSCAN29,SIN3B"
1193,"YBX1,HNRNPUL1"
1194,"ETV6,SIN3A"
1195,"ZC3H8,TRIP13"
1196,"ZNF282,ESRRA"
1197,"HNRNPK,EP300"
1198,"SIN3B,ZSCAN29"
1199,"SP1,SMARCA5"
1200,"SMARCA5,KDM1A"
1201,"NCOR1,CDC5L"
1202,"E2F7,RB1"
1203,"ZBTB8A,BCOR"
1204,"RAD51,PHF21A"
1205,"LEF1,ZBTB7A"
1206,"LARP7,TRIM28"
1207,"DPF2,ARID1B"
1208,"ZNF280A,EHMT2"
1209,"CREM,EP300"
1210,"RAD51,HDAC3"
1211,"FOXM1,MYBL2"
1212,"NR3C1,ARNT"
1213,"CTBP1,PHF21A"
1214,"CBX3,HDAC1"
1215,"TRIM25,JUN"
1216,"BHLHE40,NONO"
1217,"THAP1,HDAC1"
1218,"TOE1,RBM39"
1219,"SP1,MYC"
1220,"RB1,ZBTB7A"
1221,"STAT5A,EP300"
1222,"BRD4,BRD9"
1223,"MLLT1,GTF2B"
1224,"EP300,NCOA6"
1225,"SMARCA4,TCF12"
1226,"HDAC6,MCM7"
1227,"BRD4,SMARCA5"
1228,"ATF2,HDAC2"
1229,"EP300,RLF"
1230,"GATA2,SMAD5"
1231,"FUS,JUN"
1232,"HDAC1,ZNF407"
1233,"EP400,SMC3"
1234,"MAFF,FOS"
1235,"XRCC3,POLR2A"
1236,"ATF4,TBP"
1237,"SETDB1,IKZF1"
1238,"TCF7,SAFB"
1239,"L3MBTL2,RB1"
1240,"ETS1,ARID2"
1241,"ZNF274,ESRRA"
1242,"HDAC1,SUZ12"
1243,"EP300,THAP1"
1244,"CTBP1,TEAD4"
1245,"HDAC1,YY1"
1246,"FOS,MYBL2"
1247,"HDAC3,E2F1"
1248,"HDAC3,ARID3A"
1249,"SMARCA5,RAD51"
1250,"MYC,CEBPB"
1251,"KDM1A,HDAC1"
1252,"CBX3,E2F6"
1253,"TBP,PHF21A"
1254,"ETS1,TAL1"
1255,"XRCC5,HDGF"
1256,"ZNF280A,SETDB1"
1257,"FOXK2,GABPA"
1258,"SIX5,MTA2"
1259,"POLR2A,POLR2B"
1260,"NFYA,SP1"
1261,"SETDB1,THRA"
1262,"CTBP1,SMARCA5"
1263,"JUN,NCOA1"
1264,"SMARCA4,MLLT1"
1265,"ZBTB5,HDAC1"
1266,"HDAC2,ZSCAN29"
1267,"TAL1,TRIM24"
1268,"PHF21A,GATA2"
1269,"RNF2,MGA"
1270,"GATA1,CREM"
1271,"IKZF1,SMARCB1"
1272,"TAL1,CBFA2T2"
1273,"AGO1,ILF3"
1274,"KDM1A,ZEB2"
1275,"EP400,SETDB1"
1276,"TAF1,PHF21A"
1277,"JUN,SPI1"
1278,"YBX3,PTBP1"
1279,"RB1,HDAC6"
1280,"XRCC5,RAD51"
1281,"HES1,SIN3B"
1282,"HDAC2,ZNF316"
1283,"BRD4,NCOA1"
1284,"NFYA,EP300"
1285,"SMARCC2,RUNX1"
1286,"NFYA,GATA2"
1287,"TAF9B,GTF2B"
1288,"JUN,DNMT1"
1289,"SUZ12,SETDB1"
1290,"TAL1,SIN3B"
1291,"EP300,TAL1"
1292,"SNIP1,RBM22"
1293,"MCM7,SMARCA5"
1294,"TRIM25,MTA1"
1295,"GATA2,CDC5L"
1296,"TBP,MEF2A"
1297,"RB1,E2F1"
1298,"EP400,RFX5"
1299,"MLLT1,SMARCA5"
1300,"JUN,NR3C1"
1301,"AGO1,FOS"
1302,"YBX1,YBX3"
1303,"HLTF,HDAC2"
1304,"YY1,ILF3"
1305,"SUZ12,EHMT2"
1306,"KLF16,ESRRA"
1307,"MTA3,ATF3"
1308,"RB1,CBX3"
1309,"RAD51,HDAC6"
1310,"PKNOX1,AGO1"
1311,"EP300,REST"
1312,"IRF2,HCFC1"
1313,"ETS1,SP1"
1314,"BRD4,HNRNPL"
1315,"ATF2,PML"
1316,"ARID3A,EP400"
1317,"RNF2,RUNX1"
1318,"SMARCA4,KDM1A"
1319,"EHMT2,E4F1"
1320,"E2F6,TCF7"
1321,"TRIM24,CBX3"
1322,"RAD21,MYC"
1323,"AGO1,CTCF"
1324,"DNMT1,NR2C1"
1325,"PHF20,SIRT6"
1326,"TOE1,AGO1"
1327,"YY1,EP400"
1328,"E2F7,MTA3"
1329,"RAD51,E2F1"
1330,"SMC3,MCM2"
1331,"ATF2,YY1"
1332,"NFYB,SMC3"
1333,"GABPA,RUNX1"
1334,"GTF2B,ATF4"
1335,"HDAC1,XRCC3"
1336,"THAP1,SETDB1"
1337,"CTCF,TCF7L2"
1338,"ARID3A,ZFP36"
1339,"MTA1,HDAC3"
1340,"TBP,E2F1"
1341,"ATF3,SMARCA4"
1342,"SMAD5,HDAC6"
1343,"POLR3A,DDX20"
1344,"TCF7L2,ZKSCAN1"
1345,"TBP,ATF4"
1346,"ZNF263,HDAC3"
1347,"ATF4,ATF2"
1348,"SMARCA4,ZNF24"
1349,"KDM1A,IKZF1"
1350,"ARID1B,RUNX1"
1351,"ZNF592,JUN"
1352,"DPF2,SMARCC2"
1353,"FUS,NCOA6"
1354,"NR3C1,SMARCA4"
1355,"TCF7,NEUROD1"
1356,"L3MBTL2,SMARCC2"
1357,"GTF2F1,MYC"
1358,"CBX1,SMARCA4"
1359,"HDAC2,ZBTB2"
1360,"EHMT2,CUX1"
1361,"SETDB1,SMARCA5"
1362,"SIN3A,ZBTB11"
1363,"HDAC1,ZBTB5"
1364,"GTF2F1,ARNT"
1365,"NFYB,MCM3"
1366,"TEAD4,E2F8"
1367,"ZC3H11A,NONO"
1368,"SIN3A,ZNF280A"
1369,"EP400,CBX1"
1370,"SMARCA4,CBX1"
1371,"GATA1,POLR2A"
1372,"CTCF,SMARCB1"
1373,"NR2F6,ZKSCAN1"
1374,"FOXM1,GABPA"
1375,"ZNF282,HDAC3"
1376,"HDGF,ZNF639"
1377,"SETDB1,EGR1"
1378,"BRD4,NFYB"
1379,"RFX5,TAF1"
1380,"NR2F2,BRD4"
1381,"TBP,SMARCA5"
1382,"ASH1L,ZKSCAN1"
1383,"HDAC2,POLR2A"
1384,"ZNF384,MYBL2"
1385,"MCM2,MCM3"
1386,"MLLT1,HCFC1"
1387,"DACH1,MYC"
1388,"SMARCA4,TRIP13"
1389,"NR2F6,EP300"
1390,"NFYA,TBP"
1391,"CBFA2T3,TCF12"
1392,"EP300,SIN3B"
1393,"BRD4,SMARCA4"
1394,"MCM3,RAD51"
1395,"NR2C1,IKZF1"
1396,"EHMT2,CREM"
1397,"ZNF384,HDAC1"
1398,"HLTF,TRIP13"
1399,"HDAC3,TRIM28"
1400,"XRCC3,SMARCA4"
1401,"RB1,RUNX1"
1402,"HDAC1,TBL1XR1"
1403,"CBX5,DNMT1"
1404,"GATA2,EP400"
1405,"MGA,EHMT2"
1406,"IKZF1,NR3C1"
1407,"NR2F6,FOS"
1408,"XRCC5,HDAC6"
1409,"CREM,BRD4"
1410,"KDM1A,MIER1"
1411,"TRIM28,HNRNPK"
1412,"SIRT6,TBL1XR1"
1413,"NFIC,DACH1"
1414,"FOS,ATF4"
1415,"TCF12,STAT5A"
1416,"TEAD4,HDAC2"
1417,"HDAC1,DACH1"
1418,"MYBL2,LEF1"
1419,"MYBL2,E2F1"
1420,"HLTF,ATF3"
1421,"GTF2B,POLR2G"
1422,"FOS,CBX3"
1423,"MGA,ASH1L"
1424,"EGR1,BRD4"
1425,"HLTF,JUN"
1426,"NCOA2,EHMT2"
1427,"RAD21,HLTF"
1428,"HDAC1,BCOR"
1429,"HDAC1,ZNF280A"
1430,"CBFA2T2,TAL1"
1431,"TARDBP,NKRF"
1432,"SMC3,XRCC5"
1433,"PHF21A,TAF1"
1434,"CREM,GATA1"
1435,"GTF2F1,SETDB1"
1436,"EHMT2,MTA2"
1437,"SMARCC2,SMARCA4"
1438,"ASH1L,ZNF384"
1439,"ZBTB8A,HDAC1"
1440,"ARID1B,SMARCC2"
1441,"POLR2A,TAF1"
1442,"BRD4,IKZF1"
1443,"RBBP5,USF1"
1444,"ZMYM3,HDAC2"
1445,"SMARCB1,EHMT2"
1446,"MYBL2,ATF7"
1447,"NR2F1,GTF2B"
1448,"CDC5L,DDX20"
1449,"JUN,SMARCA5"
1450,"GATA1,MTA2"
1451,"GATA1,SPI1"
1452,"PHF21A,NFYB"
1453,"ZBTB2,EHMT2"
1454,"CBX5,SMARCA4"
1455,"MITF,SOX6"
1456,"CDC5L,E2F6"
1457,"POLR2A,SUPT5H"
1458,"CEBPB,HDAC2"
1459,"FOXM1,GATA2"
1460,"SIN3A,CBFA2T2"
1461,"ZNF263,EP300"
1462,"HDAC3,STAT5A"
1463,"SMARCA5,IKZF1"
1464,"CTBP1,HDAC1"
1465,"CBX5,ATF2"
1466,"STAT5A,SMARCC2"
1467,"ETV6,ETS1"
1468,"E2F1,E2F7"
1469,"XRCC5,SIRT6"
1470,"FUS,TCF7L2"
1471,"XRCC3,MCM2"
1472,"TRIM24,AGO1"
1473,"ZNF592,HDAC6"
1474,"BRD4,ATF1"
1475,"ZBTB2,ZNF639"
1476,"GATA2,ZEB2"
1477,"POLR2A,NFYB"
1478,"NFYA,MLLT1"
1479,"MYBL2,NCOR1"
1480,"JUN,HDAC1"
1481,"POLR2A,HNRNPUL1"
1482,"RUNX1,HDAC6"
1483,"RBM22,MYBL2"
1484,"FOXM1,EGR1"
1485,"YY1,GABPB1"
1486,"RCOR1,CTBP1"
1487,"ZNF592,EP300"
1488,"ZBTB7A,SMARCB1"
1489,"AGO1,TRIM25"
1490,"ZFP91,SETDB1"
1491,"MIER1,HDAC3"
1492,"NEUROD1,TCF12"
1493,"HDAC2,MTA1"
1494,"ZNF384,TCF7L2"
1495,"HDAC2,E2F6"
1496,"SOX6,ZBTB7A"
1497,"KLF16,THRA"
1498,"FOXK2,LEF1"
1499,"BHLHE40,CTBP1"
1500,"ZNF274,NR2C1"
1501,"HDAC2,ZBTB11"
1502,"ZEB2,CTBP1"
1503,"ZFP36,HDAC1"
1504,"CBFA2T3,RUNX1"
1505,"STAT5A,PCBP2"
1506,"XRCC5,XRCC3"
1507,"EHMT2,HDAC2"
1508,"MGA,EP400"
1509,"CBFA2T3,GATAD2A"
1510,"TRIM28,DNMT1"
1511,"NCOA1,NCOA2"
1512,"RAD51,POLR3A"
1513,"FUS,SPI1"
1514,"TCF12,BRD4"
1515,"L3MBTL2,MGA"
1516,"CBX5,ATF7"
1517,"SP1,GABPB1"
1518,"FOXM1,NKRF"
1519,"HDAC1,STAT5A"
1520,"CEBPB,BHLHE40"
1521,"SMARCA4,YY1"
1522,"BCOR,ZBTB11"
1523,"MYBL2,ZNF143"
1524,"NR2C1,RBM39"
1525,"TBL1XR1,TAF7"
1526,"PHF21A,POLR2G"
1527,"ASH1L,CBX1"
1528,"NCOR1,THRA"
1529,"PCBP1,RBFOX2"
1530,"NFYA,JUN"
1531,"BMI1,MLLT1"
1532,"KDM4B,CBX3"
1533,"HDAC1,EHMT2"
1534,"NBN,HDAC6"
1535,"H2AFZ,TBL1XR1"
1536,"GTF3C2,TBP"
1537,"SIN3B,MNT"
1538,"ARNT,SMARCB1"
1539,"LARP7,POLR2A"
1540,"NCOA1,NCOR1"
1541,"SP1,FOXA1"
1542,"CBX1,GATA2"
1543,"ZBTB7A,GTF2B"
1544,"ZBTB33,NR3C1"
1545,"HDAC6,NBN"
1546,"FOS,MYC"
1547,"SMARCA4,HDAC2"
1548,"TAL1,ETS1"
1549,"CBX1,CHAMP1"
1550,"NFYB,HDAC6"
1551,"POLR2A,MYC"
1552,"MXI1,SIN3A"
1553,"BCOR,ZBTB40"
1554,"SETDB1,ZNF184"
1555,"EGR1,ATF7"
1556,"SP1,ARNT"
1557,"MYC,SMARCA5"
1558,"AGO1,ATF3"
1559,"FOS,TAF1"
1560,"TAF1,NFYA"
1561,"USF1,STAT5A"
1562,"SMARCA5,USF1"
1563,"MBD2,GATAD2A"
1564,"PCBP1,STAT5A"
1565,"ZBTB33,SMARCB1"
1566,"NFYB,YBX3"
1567,"CBX3,GATA1"
1568,"YY1,BRD4"
1569,"ASH1L,POLR3A"
1570,"ZSCAN29,EP300"
1571,"POLR2A,ASH1L"
1572,"BRD4,ESRRA"
1573,"E2F1,EP300"
1574,"MYC,SIN3B"
1575,"HDAC2,LEF1"
1576,"EP300,ASH1L"
1577,"SIX5,HDAC1"
1578,"SMARCE1,SMARCA4"
1579,"DNMT1,SMARCA5"
1580,"NRF1,FOXK2"
1581,"CTCF,HDAC3"
1582,"TAF7,MLLT1"
1583,"TAF7,TBL1XR1"
1584,"MYC,CCNT2"
1585,"NR3C1,NCOR1"
1586,"PCBP2,HDGF"
1587,"SETDB1,EP400"
1588,"HDAC1,EP300"
1589,"CCNT2,RB1"
1590,"MYBL2,BRD4"
1591,"ZNF639,HDGF"
1592,"ARID1B,NEUROD1"
1593,"PCBP1,HNRNPLL"
1594,"HDAC3,THAP1"
1595,"PTBP1,PCBP2"
1596,"GATAD2A,CBFA2T3"
1597,"HDAC1,MYNN"
1598,"H2AFZ,FOXA1"
1599,"NCOR1,ZBTB40"
1600,"POLR2B,GTF2B"
1601,"RB1,SMARCA4"
1602,"ZBTB8A,NCOR1"
1603,"NCOA6,NR3C1"
1604,"GATA2,CREM"
1605,"SMARCB1,RBM14"
1606,"REST,ASH1L"
1607,"CTCF,SMC3"
1608,"HNRNPL,JUN"
1609,"EGR1,PHF21A"
1610,"EP300,NFYA"
1611,"CCNT2,BRD4"
1612,"CTCF,NR2F1"
1613,"MLLT1,PHF20"
1614,"EP400,NFYB"
1615,"MYNN,SETDB1"
1616,"IKZF1,EP300"
1617,"FOXA1,ZNF263"
1618,"PHF21A,EP300"
1619,"GABPB1,KLF16"
1620,"TARDBP,ILF3"
1621,"UBTF,SMARCC2"
1622,"PRDM10,SMARCA4"
1623,"RB1,KDM1A"
1624,"PYGO2,RBBP5"
1625,"BMI1,BCOR"
1626,"SIN3B,EP300"
1627,"HDAC2,ZNF384"
1628,"THAP1,HDAC2"
1629,"ARNT,FOXA1"
1630,"NFYA,GATA1"
1631,"SMARCA5,RBM14"
1632,"MCM5,MCM2"
1633,"FOXA1,ZNF143"
1634,"NR2F2,NR2F6"
1635,"POLR3A,PHF21A"
1636,"FOXK2,CUX1"
1637,"SMC3,PHF21A"
1638,"HDAC1,MTA3"
1639,"HDAC2,CEBPB"
1640,"MYBL2,EP300"
1641,"CREM,BHLHE40"
1642,"NR3C1,DNMT1"
1643,"PHF20,SIN3A"
1644,"EHMT2,MIER1"
1645,"ASH1L,YY1"
1646,"GABPB1,EGR1"
1647,"TRIM28,MYC"
1648,"TCF7L2,E2F6"
1649,"USF2,USF1"
1650,"RUNX1,NR2F2"
1651,"ESRRA,NCOA1"
1652,"MCM7,POLR2A"
1653,"SIN3B,RFX5"
1654,"FOS,GTF2F1"
1655,"POLR2A,NFYA"
1656,"SMARCA5,MCM7"
1657,"ZNF263,NR3C1"
1658,"SIRT6,HDAC1"
1659,"SP1,SMARCA4"
1660,"MTA1,IKZF1"
1661,"ZBTB2,CBFA2T2"
1662,"NONO,SPI1"
1663,"THRA,NCOA1"
1664,"THRA,PML"
1665,"POLR2A,POLR3A"
1666,"GATA2,CBX1"
1667,"HDAC2,THRA"
1668,"ARNT,BRD4"
1669,"ZSCAN29,HDAC6"
1670,"E2F1,DNMT1"
1671,"ZBTB2,SP1"
1672,"UBTF,RB1"
1673,"FOS,SMARCE1"
1674,"SMARCB1,CDC5L"
1675,"TBL1XR1,FIP1L1"
1676,"ELF1,NFYB"
1677,"ZNF407,HDAC2"
1678,"CUX1,POLR2B"
1679,"SMARCA5,NFYB"
1680,"EGR1,SIN3B"
1681,"EGR1,LEF1"
1682,"CDC5L,SIN3A"
1683,"HNRNPLL,NCOR1"
1684,"XRCC5,HMBOX1"
1685,"ZNF184,BCOR"
1686,"HDAC1,ZKSCAN1"
1687,"RCOR1,HDAC1"
1688,"NR3C1,RBM14"
1689,"HLTF,SMARCE1"
1690,"E2F6,MCM2"
1691,"SMARCB1,SMARCA4"
1692,"SMARCC2,NKRF"
1693,"GATA1,HES1"
1694,"CTCF,SETDB1"
1695,"ZFP91,SIN3A"
1696,"TBL1XR1,RAD51"
1697,"HDAC1,MTA1"
1698,"L3MBTL2,SMC3"
1699,"EHMT2,MYNN"
1700,"CEBPB,EHMT2"
1701,"HDAC2,SETDB1"
1702,"CBFA2T2,CEBPB"
1703,"E2F1,TRIM28"
1704,"RFX5,SMARCC2"
1705,"SUZ12,E2F7"
1706,"MBD2,SMARCA4"
1707,"MTA1,FOS"
1708,"KDM1A,TRIM28"
1709,"HDAC1,TEAD4"
1710,"GABPB1,NKRF"
1711,"ZNF184,SIN3B"
1712,"GTF2B,MAX"
1713,"ZBED1,E2F6"
1714,"ZBTB40,BCOR"
1715,"FOXA1,NKRF"
1716,"REST,PHF21A"
1717,"HDAC6,CBX3"
1718,"FOS,HDAC2"
1719,"EP300,HCFC1"
1720,"HDAC2,RUNX1"
1721,"BMI1,RNF2"
1722,"ZNF143,SIN3A"
1723,"ZEB2,HDAC2"
1724,"CEBPB,TCF7L2"
1725,"NCOA6,ATF2"
1726,"ARID3A,NFYB"
1727,"ZBTB2,HDAC6"
1728,"EP400,MCM2"
1729,"CBX5,SP1"
1730,"MAX,MGA"
1731,"JUN,DACH1"
1732,"EP300,JUN"
1733,"ARID1B,SMARCA4"
1734,"YY1,HDAC6"
1735,"NR2F2,EP300"
1736,"ZSCAN29,HDGF"
1737,"EGR1,SP1"
1738,"NR3C1,CEBPB"
1739,"EP300,ZEB2"
1740,"MBD2,SMARCA5"
1741,"REST,MYBL2"
1742,"GATA2,SMARCA5"
1743,"SMARCB1,SETDB1"
1744,"BHLHE40,HDAC1"
1745,"ATF2,CEBPB"
1746,"HLTF,ATF7"
1747,"CBX3,POLR2A"
1748,"SIRT6,NCOR1"
1749,"SPI1,PML"
1750,"IKZF1,LEF1"
1751,"SP1,HDAC2"
1752,"ZNF24,HDAC6"
1753,"PCBP1,TRIM25"
1754,"GABPB1,SP1"
1755,"HCFC1,THAP1"
1756,"SPI1,HDAC2"
1757,"IKZF1,NR2F1"
1758,"BCOR,ZBTB2"
1759,"E2F1,MCM2"
1760,"MYBL2,RB1"
1761,"PCBP2,PCBP1"
1762,"NR3C1,MTA2"
1763,"MLLT1,TAF9B"
1764,"EP300,RFX5"
1765,"ATF2,MEIS2"
1766,"HDAC6,ARID2"
1767,"HLTF,SMC3"
1768,"MCM2,MCM5"
1769,"HNRNPK,TRIM28"
1770,"GABPA,SMARCB1"
1771,"FOS,EP400"
1772,"THRA,NCOA2"
1773,"HDAC2,SMARCB1"
1774,"DPF2,MEF2A"
1775,"NCOA1,SMARCB1"
1776,"ASH1L,POLR2A"
1777,"POLR2A,MBD2"
1778,"SPI1,MITF"
1779,"ATF2,ATF3"
1780,"RAD21,TARDBP"
1781,"SIN3B,C11orf30"
1782,"ZBTB11,SETDB1"
1783,"SMARCB1,RB1"
1784,"EP300,SETDB1"
1785,"POLR2G,GTF2F1"
1786,"RUNX1,MYC"
1787,"ATF1,NFYA"
1788,"L3MBTL2,CBX5"
1789,"ZNF143,NR2F2"
1790,"NCOR1,NR2F1"
1791,"SREBF1,NCOR1"
1792,"KDM1A,MAX"
1793,"SREBF1,SP1"
